brand,model_slug,review,rating
byd,seal,"A
Amal On Jun 13, 2024
4
An Electric Car
The BYD Se­al is an electric car­. I drove it recently. It ride­s smoothly and has a roomy interior inside. However, it still has nice fe­atures. One downside is that BYD doe­sn't have as many charging stations. Finding a place to charge can be­ tricky sometimes. Overall though, the­ BYD Seal is a solid choice if you want an affordable e­lectric ca...Read More",
byd,seal,"R
Ramya On Jun 11, 2024
4
The BYD Seal BYD Seal Electric Sedan
The BYD Seal is a new electric model with a sporty and dynamically streamlined appearance. It owns the strong engine and offers the smooth and relatively quiet ride. Inside it is having luxurious appeals with facilitating advanced tech features and comfort oriented seats. They have exterior designs that are suitable for the modern market and also h...Read More",
byd,seal,"W
Winter On Jun 09, 2024
4.3
A New Contender In The Electric Vehicle Market
The BYD Seal is a sleek electric vehicle with a modern design and luxurious interior, aimed at competing with the Tesla Model 3. It offers an impressive range of up to 400 miles thanks to BYD's Blade Battery technology. The Seal includes advanced driver-assistance features and a user-friendly infotainment system.",
byd,seal,"A
Anil Kumar On Jun 07, 2024
4.2
Cutting Edge Exteriors With Amazing Performance
The BYD Seal has won my heart over and over again and i will tell you why. First and foremost this car surprised me with it's amazing exterior looks which compares no less than an expensive car. Secondly this car has a long travelling range on a full charge (of around 510 600 km) when fully charged which has helped me take this car on long drives. ...Read More",
byd,seal,"A
Anjan On Jun 03, 2024
4
Attractive Design
It provides excellent range and comes with the lots of features but other competitors provides fast charger capabilities. The cabin is very comfortable and provides good space but for tall passangers the space is tight. The interior of this car is very stylish and the performance is very good but the driving is not sharp as compared to its competit...Read More",
byd,seal,"S
Sireesha On May 29, 2024
4
The Futuritic, Feature Loaded BYD Seal
I recently booked the BYD Seal after the test drive. It looks fabulous on the outside and equally good inside. The cabin is roomy, futuristic and advanced. It has a claimed driving range of about 500 km which is more than enough for my family. It is equipped with best in class tech and feature. I personally love the big roof of the Seal, which offe...Read More",
byd,seal,"S
Sandeep On May 28, 2024
4.2
BYD Seal Is Electric Performance Machine
The BYD Seal is a perfect choice for myself as it gives a driving range of up to 600+ km on a single charge. The BYD Seal offers peace of mind for longer journeys. The price might be higher than some other budget friendly electric car. Me and my family totally impressed with this model. Overall, the BYD Seal is an great choice for those who want a ...Read More",
byd,seal,"S
Shradha On May 23, 2024
4.2
BYD Seal Is An Incredible Luxury Electric Sedan
We bought the BYD Seal Premium Range a month ago due to its beautiful looks and advance tech. This electric sedan has impressive performance and good driving range of about 600 km on a single charge. The interiors are well laid out and looks premium. The seats are really comfortable with air ventilation. The dual screen display looks futuristic and...Read More",
byd,seal,"N
Navya On May 20, 2024
4
BYD Seal The Future Of Electric Sedan In India
I appreciate the efficiency of BYD Seal, especially when it comes to saving on fuel costs. The Seal has an impressive driving range of about 550 km on a single charge. The performance is incredible, it generate max torque of 360 Nm. The BYD Seal is loaded with advance tech and features like rotating touch screen window, swinging AC vents, 360 degre...Read More",
byd,seal,"R
Rinoo On May 09, 2024
4
BYD Seal Looking Incredibly Beautiful And With Loaded Tech
The BYD Seal is a beautiful look car, the Seal looks sleek and futuristic. I appreciate the Seal's efficiency, especially when it comes to saving on fuel costs. One memorable experience was taking it for a drive to India Gate, enjoying the city lights without any emissions. The Seal isn't just a car, it's a symbol of progress and innovation that I'...Read More",
byd,seal,"J
Jayanthi On May 02, 2024
4
BYD Seal Is A Brilliant Car
BYD Seal is a brilliant looking car. The design is very attractive with a perfect finishing cuts on the body and it looks sporty, ideal for crusing at high speeds. The BYD Seal is surely a head turner when on road. The cabin looks premium and sporty. I personally love the center console and the gear knob, it looks luxurious. The car handles pretty ...Read More",
byd,atto-3,"R
Rawani Babu On Apr 18, 2025
4.8
COMPLETE PACKAGE
This car is complete package of all people.all feature and technology are used in this .BYD atto 3 is a powerful and stylish very comfortable luxury very good and simless driving experience.This car used people to show of and very less expensive all people can affordable price and low maintenance.
1",
byd,atto-3,"A
Ankur On Mar 18, 2025
5
The BYD Atto 3 Is Game Changing In The Ev Market
The BYD Atto 3 is a fantastic EV, offering sleek design, excellent performance, advanced tech, and top-tier safety features. Its range, comfort, and smooth handling make it a 5-star experience.,it?s been a game-changer in the electric vehicle (EV),",
byd,atto-3,"D
Dinesh On Feb 19, 2025
5
Luxury And Power At Another Level
It's a luxury vehicle with no compromises. The interiors shout premium and unique. A refreshing change. The power is on the tap. No range issues, the fit and feel is superlative",
byd,atto-3,"D
Dsouza Sunil On Jan 31, 2025
5
Best Car In This Competitive World.
Upgraded car in India low price and low maintance with compare with luxury car above 1 Cr cars. Good option are there in this car. Good millage and comfortable car
3",
byd,atto-3,"S
Salman On Jan 13, 2025
5
Awesome, Congratulations
Very naic, excellent, great running, comfort,no noise for the cabin,naic dealing,fast charging,very very good suspension, awesome colours,and service so good, mangement,so pretty, dealing is very good, battery back up,is so good
1",
byd,atto-3,"V
Viral Keniya On Jan 04, 2025
5
Perfect EV - SUV
Overall car is perfect packed with features and at as camparitvely at very good price. Features like ADAS & 360°camera with 7 airbags is the safest car in EV
1",
byd,atto-3,"S
Soban On Dec 20, 2024
4.8
I Am So Happy
Very nice drivering one of the best car feature is tha best and sefty very very strong looks very cute and speed is very fast so i am.so happy
1",
byd,atto-3,"A
Abhiram V On Oct 29, 2024
4.7
Byd Is Absolutely Beautiful
Byd atto 3 is one of a kind design and no other car in the industry can beat it?s uniqueness Love it",
byd,atto-3,"S
Suparna On Jun 25, 2024
4
Drive The Future With BYD Atto 3
For my family, the BYD Atto 3 has been first pick. Our environmentally aware Bangalore way of life is ideal for this electric SUV. Impressive range is offered by the elegant design and strong electric motor. Every drive is comfortable inside the roomy and opulent spaces. Modern technologies and extensive safety measures guarantee my family's safe a...Read More
1",
byd,atto-3,"U
Upendra On Jun 21, 2024
4
Superb Range But Missing Features
With the costly price customers expect lots of amazing thing and the car also does and biggest highlight of BYD Atto 3 is the interior is well made and very spacious with lots of features, scores very high on safety with 5 star rating, and is a bigger car when compared to ZS EV. The main point is its increased range with more than 400 in the real w...Read More",
byd,atto-3,"M
Mukul On Jun 19, 2024
4
Amazing Technology But High Price
For the price it is expensive and the rivals offers same for less but still if anyone like the style, smooth refined driving manners and standing out from the crowd then BYD Atto 3 is the right option. The real world range is around 350 to 400 km and the interior is very cool with great features and the interior feels like a sports car and its batt...Read More",
byd,atto-3,"A
Arul On Jun 13, 2024
4
A Comfy Car
I bought a BYD Atto 3 rece­ntly. It is an electric vehicle­. I like this car because it runs quie­tly. It can go far on a single charge. The inside­ of the car feels roomy and comfy. Compare­d to other cars like the Te­sla Model 3, the BYD Atto 3 costs less mone­y. But I wish it came in more color choices. I also wish it had be­tter technology feat...Read More",
byd,atto-3,"R
Rebecca On Jun 07, 2024
4.5
Effiiciency Packed With All Required Features
If your requirements for an Electric car are huge space, amazing efficiency, and full attention to safety then the BYD Atto 3 should become one of your choices. This car can travel as far as 521 km that too in a full charge of 9 hours on AC supply. It consists of a big boot space of 440 litres. In terms of safety too this car offers 5 star Global N...Read More",
byd,atto-3,"D
Dileep On Jun 03, 2024
4
Great Package Family Car
I think BYD Atto 3 is a family friendly car that offers great driving range and with the good sense of space and is better than MG ZS EV in all aspects but the performance of Hyundai Kona Electric is more exciting. It is fully loaded with the features and is a great electric car for the performance, style, lot of features, comfort, space and also w...Read More",
byd,atto-3,"V
Vijaya On May 29, 2024
4
Luxurious, Comfortable Electric SUV For Everyday Use
My friend bought BYD Atto 3 a month back. It is a compact SUV. The interiors are well laid out and accessible. The seats are very comfortable even for long rides. The car looks stylish and fresh from the outside, It is powered by electric motors offering a good driving range of 480+ km, never drain battery of your EV fully. It also supports fast ch...Read More
1",
byd,atto-3,"M
Marilyn On May 28, 2024
4.5
BYD Atto 3 Is Electric SUV For Everyone
My uncle bought this car few days back. The Atto 3 offers a big spacious interior for a compact SUV. When I test drive this his car The seats are comfortable and supportive, even on long journeys. The BYD Atto 3 has a claimed mileage range of up to 521 km on a single charge. The Atto 3 supports DC fast charging, it charge 10 to 80 percent in just 3...Read More
1",
byd,atto-3,"R
Ritu On May 23, 2024
4.2
BYD Atto 3 Impresses With It Looks And Performance
My father gifted me the BYD Atto 3 a years ago and it has been a life changing experience. The ride quality and driving experience of the Atto 3 is smooth and powerful. It is powered by a 60kWh battery, which offers an impressive driving range of 500 km. Good ground clearance, large boot space and impressive range makes it a perfect SUV for road tr...Read More",
byd,atto-3,"R
Rathore Shaileshbhai Ranvirsinh On May 22, 2024
5
The BYD Atto 3
The BYD Atto 3 is a compact electric car that impresses with its sleek design and eco-friendly credentials. Its compact size makes it ideal for urban commuting, while still offering a surprisingly spacious interior. The Atto 3 boasts impressive acceleration and handling, making it a joy to drive in city traffic. Its range might not be the longest i...Read More",
byd,atto-3,"S
Suhail On May 20, 2024
4
BYD Atto 3 Is The Perfect Electric Car For My Daily Commute
I am delighted with my BYD Atto 3. It is the perfect electric car for my daily commute in Pune. The compact size makes it easy to maneuver through the city streets, while the silent electric motor ensures a peaceful ride. I appreciate the Atto 3 efficiency, especially when it comes to saving on fuel costs. It has an imoressive driving range of abou...Read More",
byd,atto-3,"S
Shiwangi On May 09, 2024
4
BYD Atto 3 Helped Me Save A Lot On Fuel
I'm delighted with my BYD Atto 3. It's the perfect electric car for my daily commute in Pune. The compact size makes it easy to maneuver through the city streets, while the silent electric motor ensures a peaceful ride. I appreciate the Atto 3's efficiency, especially when it comes to saving on fuel costs. One cherished memory was driving it to Sin...Read More",
byd,atto-3,"I
Imran On May 02, 2024
4
BYD Atto 3 Is Outstanding
When BYD launched, I was not very confident with the car but after the test drive, the experience left me ssurprised as how wonderful the BYD Atto 3 is. It is an amazing EV, having a driving range of about 490 kms on a sigle charge. It can be fully charged on AC in 10 hours which might seem longer to many people, but i can be charged 0 to 80 percen...Read More",
byd,atto-3,"R
Rahul On Feb 18, 2024
4.7
Best Of Cars
To the best of my knowledge, I've seen few cars like this one. It's the best electric vehicle (EV) I've ever seen. While it may be more expensive, it's the best in its price range.",
byd,atto-3,"A
Arisenalpha On Feb 10, 2024
5
Good Car
The BYD Atto3 is an obvious choice, perfect for everyday outings or planned adventures with the exhilaration of permanent magnet synchronous motors propelling it forward. It seamlessly combines comfort with surprising speed, serving as an inspiration with its robust interior and environmentally friendly core.",
byd,atto-3,"R
Rishi Chaurasiya On Jan 27, 2024
4.5
Great Car
The features and interior of this car are truly impressive, boasting luxurious elements and a remarkable personality. The incredible mileage and performance add to its allure. This car seems to embody the essence of a new generation, and I believe that one day, this BYD car will deliver exceptional performance on every road.",
byd,atto-3,"A
Arathi On Jan 24, 2024
3.8
Game Changer
BYD Atto 3 is a game changer in the motor segment as it combines efficient biology with stylish looks. It has a unique cutting-edge appeal thanks to its visual design and many modern expressions. The friendly, spacious interior and ample legroom allow you to travel with comfort and peace of mind. The pure electric type has a range of up to 640 km, ...Read More",
byd,atto-3,"H
Harmeet On Jan 19, 2024
4
BYD Atto 3 The Future In Motion
The BYD Atto 3 is a game changer in the lightweight powerboat class as it blends efficient biology with a sleek look. It has a distinctive slice edge appeal due to its eye catching design and more contemporary wording. The friendly and spacious interior with plenty of legroom allows for comfortable and peaceful travel. With a fantastic 401 km range...Read More",
byd,atto-3,"S
Srinivasan On Jan 15, 2024
4
Attractive Car Of All Time
The BYD Atto 3, designed for metropolitan life, offers a zippy and quiet electric driving experience, focusing on efficiency and eco-conscious driving. Its smaller size and clever interior design make it exceptionally maneuverable and user-friendly in city settings. With a modest electric range suitable for everyday driving and convenient charging ...Read More",
byd,atto-3,"N
Navneet On Jan 08, 2024
3.8
Superb Range And Amazing Look
This five seater electric SUV provides excellent driving range and the exterior design is very furistic and amazing. It gives lots of luggage space and good boot space and gives superb safety features including ADAS. This SUV gets five star rating in EURO NCAP and the cabin is also feature rich but has limited headroom and under thigh support. The ...Read More",
byd,atto-3,"J
Jumana On Jan 02, 2024
3.7
Active And Quite Expressive
Confirming by my marvellous experience with the BYD Atto 3, I highly recommend and suggest this to everyone who is looking forward to get a bold model for themselves. A seven inch infotainment system looks so classy, and not only this but also the extremely good driving quality is something we all need in our cars. Although I feel like the room for...Read More",
byd,atto-3,"A
Anshuman On Dec 28, 2023
4.2
BYD Atto 3 Perfect Family Car
The price range of BYD Atto 3 SUV is around 34 lakhs. The company claimed the riding range of the car is 521 km per charge. The powerful Battery capacity of the car is 60kWh. I have always had faith in my father's decision, So he decided to buy this car. My Friends were also impressed with the amazing interior and exterior design. My All friends al...Read More",
byd,emax-7,"P
Prashik On May 05, 2025
5
Great Car Ever
I love this ev car and now days I see this car in my cities also I love this car in looks and great range in few months i going to buy for me it's my dream. At first I was watched the many videos on social media about this car this car best then tesla and I likes the looks and that is so awesome. The BEST CAR IS BYD (BUILD YOUR DREAM)",
byd,emax-7,"A
Aniket On Apr 17, 2025
5
Big Family
I think this is the awesome car because I have big family and the car is 7 seater very comfortably fit my whole family and the car seat is very relaxed and good for that's you travelled on the long route this car is fantastic i am love this car . And looks of this car is amazing i means wonderful.",
byd,emax-7,"A
Anil Tiwari On Mar 24, 2025
4.7
Very Beautiful And Safety Car
Very beautiful and safety car. car achi hai usko chalaya  aur thoda sa mahangi hai per battery backup bhi badhiya se chalta hai 500 Tak chala jata hai ek bar charge karne ke bad aur bahut hi acchi car hai 
2
1",
byd,emax-7,"A
Ameya Kodre On Oct 30, 2024
4
Fantastic
Nice car and must one to buy .one should look to buy this car if you one to save on petrol and desiel and also it has Nice interior work",
byd,emax-7,"S
Sajag On Oct 25, 2024
3.7
Superb Car
Nice ev and best value for money. Only experience can vouch for it. Undoubtedly clear all rounder. Best car",
byd,emax-7,"B
Benny On Oct 16, 2024
5
Dream Of My BYD
Build Your Dreams with byd End of waiting a suitable car for families in India Long range with affordable price Futuristic design and style Big and stylish infotainment system Nice music experience in byd.",
byd,emax-7,"A
Abdul Bar Molvi On Oct 08, 2024
5
Best 7 Seater Car Ever!
Best 7 seater car ever! No fuel tension! No worries about milage! No worries about traffic! No fuel tank or cng kit tension! We can use all boot space! Look like full comfortable as well!",
byd,emax-7,"V
Vivek On Oct 05, 2024
5
Best In Segment
Best ev which comes in 7 seating option and have a great Milegage which a person need in a normal day to day life and have a good looks not much but good",
hyundai,creta-ev,"A
Abhishek On Apr 18, 2025
4.8
Best Features In This Car
Best features in this car and totally safe, I recently purchased this car overall Malabar they provide best service and guidance easily chargeable car this car is very high recommended because new features is added in this car look superb and very easy to use I purchased this card since 6 month ago my experience was good and I recommend this car to...Read More",
hyundai,creta-ev,"S
Shivani Verma On Mar 27, 2025
5
Amazing Car With Great Extraordinary
Amazing car with great extraordinary feature it has best feature that i have ever seen and it could be more amazing than any other cars In one charge you can go beyond the expectation of your life and it has airbags which help keep safe during accident and the seat are much more comfortable than other cars seat .",
hyundai,creta-ev,"R
Ravi On Mar 07, 2025
4.8
Best Ev Car
Very good car and best performance and very stylish look i feel better than other ev car so i suggest this car very good stylish low maintenance cost and strong car.",
hyundai,creta-ev,"R
Rishi Kumar Dahiya On Mar 04, 2025
4.7
Hyndai Creta
It definitely stands out in the crowd best looking ev car in its price range. Definitely worth buying if someone is looking forward to buy an electric vehicle. Excellent car
1",
hyundai,creta-ev,"S
Sanwar Lal Suthar On Mar 01, 2025
4.8
The Cabin Is Spacious And This Is The Superb Car
The cabin is spacious and well-appointed with high-quality materials The infotainment system is intuitive and easy to use Ride quality is remarkably comfortable on rough roads The safety features are top-notch
1",
hyundai,creta-ev,"M
Mayank Singla On Feb 18, 2025
5
Creta Ev B
Must buy product best build perfect family car value for money milage range perfection creta ev best technology sporty looks nice build quality big screen nice saferfy rating best perfect",
hyundai,creta-ev,"S
Sameer Shaikh On Feb 17, 2025
5
Ideal Car For Professional
Best' car for city use and ruler area use this car very attractive and effective every version is the best for e V section best e V car in India",
hyundai,creta-ev,"H
Hitesh Mahajan On Feb 17, 2025
4.5
New Option Value For Money
I find price is attractive as compared to petro diesel version. Featured is good. Front charging option is always dangerous I case of collision. Nice option good range and good varients.",
hyundai,creta-ev,"L
Lalit Jat On Feb 08, 2025
5
Car Charge Fast
Nice car and charging very fast and climate control and touch screen is very fast work and car is electric but power is diesel and petrol car i am setisfied the car",
hyundai,creta-ev,"M
Munna On Feb 01, 2025
5
Save Fuel And Oxygen For Future
It is very good car to stop pollution and fuel. It is a good step towards our future. We should take this opportunity to save our money,fuel and oxygen for our future generations.
1",
hyundai,creta-ev,"N
Nitin Narvariya On Jan 29, 2025
4
Creata Ev Has Feature
It okay but pricing is little high due to indian people and this range already provided by many other brands with low price i think cost cutting krni chiye thi
3
2",
hyundai,creta-ev,"A
Aarjav On Jan 27, 2025
4.8
Best 5 Seater SUV
I have always been impressed with creta, it has been the segment leader since the initial days it was launched and always caught my eye. The feautures and styling of the electric one are quite impressive and attractive. The mileage also seems to be quite satisfying, over it is a good car and satisfactory for family upto 4 members. As in the back 3 ...Read More
1
2",
hyundai,creta-ev,"D
Deepak On Jan 19, 2025
4.8
Very Nice Looking Great
Very nice looking great I am trying to purchase this that's is a ultimate car I have now petrol & again purchase electric fabulous car interior design looking
2
2",
hyundai,creta-ev,"A
Ashwin On Jan 13, 2025
4.8
New Age Electric Creta
I have been a Creta fan for years, having previously owned the 1st gen. The electric version took my excitement to the next level. With an impressive range of 473 km and fast charging from 20 to 80 percent in under an hour, it is perfect for long drives and daily commutes. The sleek EV-specific grille and those aerodynamic wheels give it such a fut...Read More
4
2",
hyundai,creta-ev,"S
Santhanam On Jan 13, 2025
4.8
Super Excite For EV Creta
I am super interested in the new Creta Electric. The dual 10.25-inch screens and panoramic sunroof looks like an luxurious upgrade for an EV in this segment. Starting at Rs 17 lakh, it feels like a steal deal for all the features and tech it offers. Hyundai might just have a game-changer here.
3
3",
hyundai,creta-ev,"A
Abhishek On Apr 18, 2025
4.8
Best Features In This Car
Best features in this car and totally safe, I recently purchased this car overall Malabar they provide best service and guidance easily chargeable car this car is very high recommended because new features is added in this car look superb and very easy to use I purchased this card since 6 month ago my experience was good and I recommend this car to...Read More",
hyundai,creta-ev,"S
Shivani Verma On Mar 27, 2025
5
Amazing Car With Great Extraordinary
Amazing car with great extraordinary feature it has best feature that i have ever seen and it could be more amazing than any other cars In one charge you can go beyond the expectation of your life and it has airbags which help keep safe during accident and the seat are much more comfortable than other cars seat .",
hyundai,creta-ev,"R
Ravi On Mar 07, 2025
4.8
Best Ev Car
Very good car and best performance and very stylish look i feel better than other ev car so i suggest this car very good stylish low maintenance cost and strong car.",
hyundai,creta-ev,"R
Rishi Kumar Dahiya On Mar 04, 2025
4.7
Hyndai Creta
It definitely stands out in the crowd best looking ev car in its price range. Definitely worth buying if someone is looking forward to buy an electric vehicle. Excellent car
1",
hyundai,creta-ev,"S
Sanwar Lal Suthar On Mar 01, 2025
4.8
The Cabin Is Spacious And This Is The Superb Car
The cabin is spacious and well-appointed with high-quality materials The infotainment system is intuitive and easy to use Ride quality is remarkably comfortable on rough roads The safety features are top-notch
1",
hyundai,creta-ev,"M
Mayank Singla On Feb 18, 2025
5
Creta Ev B
Must buy product best build perfect family car value for money milage range perfection creta ev best technology sporty looks nice build quality big screen nice saferfy rating best perfect",
hyundai,creta-ev,"S
Sameer Shaikh On Feb 17, 2025
5
Ideal Car For Professional
Best' car for city use and ruler area use this car very attractive and effective every version is the best for e V section best e V car in India",
hyundai,creta-ev,"H
Hitesh Mahajan On Feb 17, 2025
4.5
New Option Value For Money
I find price is attractive as compared to petro diesel version. Featured is good. Front charging option is always dangerous I case of collision. Nice option good range and good varients.",
hyundai,creta-ev,"L
Lalit Jat On Feb 08, 2025
5
Car Charge Fast
Nice car and charging very fast and climate control and touch screen is very fast work and car is electric but power is diesel and petrol car i am setisfied the car",
hyundai,creta-ev,"M
Munna On Feb 01, 2025
5
Save Fuel And Oxygen For Future
It is very good car to stop pollution and fuel. It is a good step towards our future. We should take this opportunity to save our money,fuel and oxygen for our future generations.
1",
hyundai,creta-ev,"N
Nitin Narvariya On Jan 29, 2025
4
Creata Ev Has Feature
It okay but pricing is little high due to indian people and this range already provided by many other brands with low price i think cost cutting krni chiye thi
3
2",
hyundai,creta-ev,"A
Aarjav On Jan 27, 2025
4.8
Best 5 Seater SUV
I have always been impressed with creta, it has been the segment leader since the initial days it was launched and always caught my eye. The feautures and styling of the electric one are quite impressive and attractive. The mileage also seems to be quite satisfying, over it is a good car and satisfactory for family upto 4 members. As in the back 3 ...Read More
1
2",
hyundai,creta-ev,"D
Deepak On Jan 19, 2025
4.8
Very Nice Looking Great
Very nice looking great I am trying to purchase this that's is a ultimate car I have now petrol & again purchase electric fabulous car interior design looking
2
2",
hyundai,creta-ev,"A
Ashwin On Jan 13, 2025
4.8
New Age Electric Creta
I have been a Creta fan for years, having previously owned the 1st gen. The electric version took my excitement to the next level. With an impressive range of 473 km and fast charging from 20 to 80 percent in under an hour, it is perfect for long drives and daily commutes. The sleek EV-specific grille and those aerodynamic wheels give it such a fut...Read More
4
2",
hyundai,creta-ev,"S
Santhanam On Jan 13, 2025
4.8
Super Excite For EV Creta
I am super interested in the new Creta Electric. The dual 10.25-inch screens and panoramic sunroof looks like an luxurious upgrade for an EV in this segment. Starting at Rs 17 lakh, it feels like a steal deal for all the features and tech it offers. Hyundai might just have a game-changer here.
3
3",
hyundai,creta-ev,"A
Abhishek On Apr 18, 2025
4.8
Best Features In This Car
Best features in this car and totally safe, I recently purchased this car overall Malabar they provide best service and guidance easily chargeable car this car is very high recommended because new features is added in this car look superb and very easy to use I purchased this card since 6 month ago my experience was good and I recommend this car to...Read More",
hyundai,creta-ev,"S
Shivani Verma On Mar 27, 2025
5
Amazing Car With Great Extraordinary
Amazing car with great extraordinary feature it has best feature that i have ever seen and it could be more amazing than any other cars In one charge you can go beyond the expectation of your life and it has airbags which help keep safe during accident and the seat are much more comfortable than other cars seat .",
